iter	Passed	Remaining
528	113346	100919
529	113576	100719
530	113812	100523
531	114052	100332
532	114251	100103
533	114438	99865
534	114617	99620
535	114856	99428
536	115072	99215
537	115285	98999
538	115523	98805
539	115730	98585
540	115908	98339
541	116131	98133
542	116377	97945
543	116579	97721
544	116749	97469
545	116905	97206
546	117109	96984
547	117321	96768
548	117546	96563
549	117717	96314
550	117898	96073
551	118094	95845
552	118294	95619
553	118519	95414
554	118765	95226
555	118971	95005
556	119210	94811
557	119400	94578
558	119593	94348
559	119833	94154
560	120044	93938
561	120309	93764
562	120551	93571
563	120752	93347
564	120924	93101
565	121152	92897
566	121316	92645
567	121493	92403
568	121701	92185
569	121901	91960
570	122138	91764
571	122370	91564
572	122606	91366
573	122794	91133
574	122956	90881
575	123176	90671
576	123365	90439
577	123589	90233
578	123772	89996
579	124005	89796
580	124161	89541
581	124375	89328
582	124573	89103
583	124817	88911
584	124990	88668
585	125184	88441
586	125453	88265
587	125641	88034
588	125877	87836
589	126096	87626
590	126345	87437
591	126570	87230
592	126799	87027
593	127016	86816
594	127203	86583
595	127401	86359
596	127605	86138
597	127789	85905
598	127931	85643
599	128193	85462
600	128450	85277
601	128676	85071
602	128932	84886
603	129109	84647
604	129362	84459
605	129579	84248
606	129819	84050
607	130084	83870
608	130296	83654
609	130573	83481
610	130782	83264
611	131005	83055
612	131231	82849
613	131386	82597
614	131641	82409
615	131833	82181
616	132017	81949
617	132197	81714
618	132397	81492
619	132605	81274
620	132795	81046
621	132985	80817
622	133213	80612
623	133442	80407
624	133683	80210
625	133875	79982
626	134037	79738
627	134290	79547
628	134522	79344
629	134752	79140
630	134964	78925
631	135201	78725
632	135429	78519
633	135606	78283
634	135820	78070
635	136023	77850
636	136175	77600
637	136351	77365
638	136549	77143
639	136800	76950
640	137047	76755
641	137300	76563
642	137519	76352
643	137745	76145
644	137962	75932
645	138158	75709
646	138316	75464
647	138510	75240
648	138718	75023
649	138935	74811
650	139112	74577
651	139347	74375
652	139588	74176
653	139758	73939
654	139960	73719
655	140198	73518
656	140433	73316
657	140628	73092
658	140913	72915
659	141081	72678
660	141262	72448
661	141510	72251
662	141751	72051
663	141990	71850
664	142211	71640
665	142401	71414
666	142550	71168
667	142779	70962
668	142987	70745
669	143197	70530
670	143399	70310
671	143642	70111
672	143884	69911
673	144108	69702
674	144333	69493
675	144518	69266
676	144672	69024
677	144914	68823
678	145119	68605
679	145369	68409
680	145562	68185
681	145788	67977
682	145998	67762
683	146176	67531
684	146355	67301
685	146576	67091
686	146796	66880
687	147029	66675
688	147267	66473
689	147528	66280
690	147712	66053
691	147973	65861
692	148212	65658
693	148415	65439
694	148656	65237
695	148892	65033
696	149114	64823
697	149345	64616
698	149585	64413
699	149803	64201
700	150026	63991
701	150270	63789
702	150496	63581
703	150656	63344
704	150950	63163
705	151179	62955
706	151388	62739
707	151557	62506
708	151763	62289
709	152027	62095
710	152236	61879
711	152471	61673
712	152715	61471
713	152920	61253
714	153096	61024
715	153265	60792
716	153499	60586
717	153744	60384
718	153934	60160
719	154176	59957
720	154390	59743
721	154554	59509
722	154811	59312
723	155013	59093
724	155218	58875
725	155444	58666
726	155667	58455
727	155890	58244
728	156093	58026
729	156303	57810
730	156483	57584
731	156690	57367
732	156911	57156
733	157133	56944
734	157339	56727
735	157586	56525
736	157831	56322
737	158081	56120
738	158367	55932
739	158569	55713
740	158799	55504
741	159035	55297
742	159241	55080
743	159469	54871
744	159654	54646
745	159861	54429
746	160120	54230
747	160356	54023
748	160553	53803
749	160694	53564
750	160944	53362
751	161217	53167
752	161468	52965
753	161708	52759
754	161908	52539
755	162156	52336
756	162356	52116
757	162605	51913
758	162839	51705
759	163104	51506
760	163308	51288
761	163540	51079
762	163740	50860
763	163969	50650
764	164215	50445
765	164471	50243
766	164668	50023
767	164825	49791
768	165030	49573
769	165247	49359
770	165492	49153
771	165738	48948
772	165982	48742
773	166196	48527
774	166340	48292
775	166513	48065
776	166753	47858
777	166967	47643
778	167206	47435
779	167357	47203
780	167632	47005
781	167870	46797
782	168107	46589
783	168284	46363
784	168486	46146
785	168671	45923
786	168900	45712
787	169139	45504
788	169336	45285
789	169530	45065
790	169764	44855
791	169990	44644
792	170202	44428
793	170420	44214
794	170606	43992
795	170758	43762
796	170995	43553
797	171287	43358
798	171530	43150
799	171771	42942
800	172006	42733
801	172259	42527
802	172487	42316
803	172710	42103
804	172967	41898
805	173193	41686
806	173401	41470
807	173604	41252
808	173853	41045
809	174085	40834
810	174310	40622
811	174515	40405
812	174716	40187
813	174936	39973
814	175153	39758
815	175405	39552
816	175646	39343
817	175824	39119
818	176096	38917
819	176324	38705
820	176501	38481
821	176742	38272
822	176930	38051
823	177146	37837
824	177372	37624
825	177608	37413
826	177847	37203
827	178078	36992
828	178288	36776
829	178489	36558
830	178702	36342
831	178903	36124
832	179146	35915
833	179377	35703
834	179601	35490
835	179845	35280
836	180035	35060
837	180218	34839
838	180434	34624
839	180676	34414
840	180905	34202
841	181143	33991
842	181400	33784
843	181607	33567
844	181843	33355
845	182098	33147
846	182332	32936
847	182553	32721
848	182804	32512
849	182983	32291
850	183229	32081
851	183456	31867
852	183676	31653
853	183883	31436
854	184124	31225
855	184342	31010
856	184521	30789
857	184756	30577
858	184926	30354
859	185131	30137
860	185289	29913
861	185516	29699
862	185718	29482
863	185958	29271
864	186190	29058
865	186415	28844
866	186651	28632
867	186882	28419
868	187051	28197
869	187297	27986
870	187538	27775
871	187765	27561
872	188019	27352
873	188237	27137
874	188447	26921
875	188665	26706
876	188930	26497
877	189191	26288
878	189446	26078
879	189688	25866
880	189902	25650
881	190129	25436
882	190297	25214
883	190485	24995
884	190698	24779
885	190845	24555
886	191071	24341
887	191281	24125
888	191484	23908
889	191739	23698
890	191982	23486
891	192198	23270
892	192416	23055
893	192585	22834
894	192811	22620
895	193070	22409
896	193329	22199
897	193576	21987
898	193920	21786
899	194270	21585
900	194537	21375
901	194897	21175
902	195059	20953
903	195281	20737
904	195535	20525
905	195816	20316
906	196014	20098
907	196213	19880
908	196393	19660
909	196637	19447
910	196931	19239
911	197072	19015
912	197291	18799
913	197541	18587
914	197768	18371
915	198019	18158
916	198198	17939
917	198407	17722
918	198582	17502
919	198822	17288
920	199038	17072
921	199260	16857
922	199480	16641
923	199722	16427
924	199964	16213
925	200219	16000
926	200443	15784
927	200697	15571
928	200903	15354
929	201089	15135
930	201290	14918
931	201491	14701
932	201665	14481
933	201942	14269
934	202161	14054
935	202348	13835
936	202527	13617
937	202696	13397
938	202940	13183
939	203163	12967
940	203416	12754
941	203582	12534
942	203801	12318
943	204032	12103
944	204280	11889
945	204493	11672
946	204657	11453
947	204788	11233
948	205036	11018
949	205280	10804
950	205557	10591
951	205798	10376
952	206038	10161
953	206220	9943
954	206375	9724
955	206588	9508
956	206827	9293
957	207029	9076
958	207240	8860
959	207403	8641
960	207571	8423
961	207785	8207
962	208029	7992
963	208274	7777
964	208544	7563
965	208773	7348
966	209020	7133
967	209256	6917
968	209492	6702
969	209682	6485
970	209902	6268
971	210078	6051
972	210291	5835
973	210602	5621
974	210847	5406
975	211071	5190
976	211404	4976
977	211668	4761
978	211925	4545
979	212190	4330
980	212413	4114
981	212646	3897
982	212853	3681
983	213084	3464
984	213239	3247
985	213424	3030
986	213641	2813
987	213851	2597
988	214019	2380
989	214184	2163
990	214377	1946
991	214607	1730
992	214848	1514
993	215030	1297
994	215248	1081
995	215456	865
996	215684	648
997	215956	432
998	216184	216
999	216379	0
