iter	RMSE
143	1868.571089
144	1867.664657
145	1866.116967
146	1865.437317
147	1863.443018
148	1862.700966
149	1862.211252
150	1861.015343
151	1860.506964
152	1859.909647
153	1858.845726
154	1858.122907
155	1857.357697
156	1857.1212
157	1856.084261
158	1855.520316
159	1854.949483
160	1854.39007
161	1853.775125
162	1853.445319
163	1852.696528
164	1852.233517
165	1851.372596
166	1850.037163
167	1849.091693
168	1848.355361
169	1847.958754
170	1847.121635
171	1846.342268
172	1845.894555
173	1845.297954
174	1844.818752
175	1844.103842
176	1843.121761
177	1842.817864
178	1842.030887
179	1841.757139
180	1841.400152
181	1840.924321
182	1840.420251
183	1839.747885
184	1839.364043
185	1838.766148
186	1838.440793
187	1836.925128
188	1836.198777
189	1835.716278
190	1834.993513
191	1834.40288
192	1833.900308
193	1833.413587
194	1833.012274
195	1832.631928
196	1831.783625
197	1831.127134
198	1830.873849
199	1830.211698
200	1829.943534
201	1828.75598
202	1828.185009
203	1827.93325
204	1827.395903
205	1826.700279
206	1826.230212
207	1825.933969
208	1825.528883
209	1825.206056
210	1824.946822
211	1824.301129
212	1823.947385
213	1823.378509
214	1822.460542
215	1822.242232
216	1821.644674
217	1821.082805
218	1820.29956
219	1818.479001
220	1817.34735
221	1816.983526
222	1816.561382
223	1816.284795
224	1815.635515
225	1815.250845
226	1814.164393
227	1813.846746
228	1813.56963
229	1813.01041
230	1812.61
231	1811.776556
232	1811.205985
233	1811.043467
234	1810.685203
235	1810.311317
236	1809.949141
237	1809.606596
238	1808.760992
239	1807.944687
240	1807.494489
241	1807.248187
242	1806.919588
243	1806.379503
244	1805.866447
245	1805.411863
246	1805.034828
247	1804.645884
248	1803.989748
249	1803.358015
250	1802.427773
251	1801.572413
252	1801.192848
253	1800.883961
254	1800.075336
255	1799.803795
256	1799.493284
257	1799.142832
258	1798.767557
259	1798.377369
260	1798.141184
261	1797.752405
262	1797.474477
263	1796.976152
264	1796.528341
265	1796.053363
266	1795.591185
267	1795.280337
268	1794.494707
269	1793.822099
270	1793.628376
271	1793.531633
272	1792.992926
273	1792.847834
274	1792.662589
275	1792.365662
276	1792.005498
277	1791.791094
278	1791.392471
279	1790.818223
280	1790.554907
281	1790.064327
282	1789.694612
283	1789.234626
284	1788.660276
285	1788.320628
286	1788.10938
287	1787.739475
288	1787.408435
289	1787.222187
290	1786.882102
291	1786.007728
292	1785.573549
293	1785.215454
294	1784.635378
295	1784.486653
296	1784.238698
297	1783.827708
298	1783.544833
299	1783.06557
300	1782.454948
301	1782.000622
302	1781.591272
303	1781.390272
304	1780.914555
305	1780.752028
306	1780.359492
307	1779.818257
308	1779.456712
309	1779.051964
310	1778.464778
311	1778.360831
312	1778.082366
313	1777.394938
314	1776.72796
315	1776.191665
316	1776.013074
317	1775.794561
318	1775.684612
319	1775.249034
320	1774.979053
321	1774.826643
322	1774.668393
323	1774.29174
324	1774.113759
325	1773.977185
326	1773.537557
327	1773.250841
328	1772.718413
329	1772.100969
330	1771.889387
331	1771.678277
332	1771.261206
333	1771.136786
334	1770.899245
335	1770.622023
336	1770.395342
337	1770.209315
338	1769.910732
339	1769.821719
340	1769.459207
341	1768.890366
342	1768.365052
343	1767.993716
344	1767.893182
345	1767.63084
346	1767.356095
347	1766.645727
348	1765.862336
349	1765.683779
350	1765.315403
351	1764.83984
352	1764.562649
353	1764.403479
354	1764.016908
355	1763.707427
356	1763.390475
357	1762.960283
358	1762.565616
359	1762.068901
360	1761.716688
361	1761.615081
362	1761.31939
363	1761.156571
364	1761.095063
365	1760.905448
366	1760.552131
367	1760.325241
368	1759.92528
369	1759.684833
370	1759.316542
371	1759.124149
372	1758.878693
373	1758.378639
374	1757.943013
375	1757.828707
376	1757.562867
377	1757.274415
378	1757.018251
379	1756.301761
380	1756.14732
381	1755.894588
382	1755.575219
383	1755.381076
384	1754.946104
385	1754.706974
386	1754.481711
387	1754.27839
388	1753.927685
389	1753.270474
390	1752.962337
391	1752.871836
392	1752.714235
393	1752.446167
394	1752.205187
395	1752.075764
396	1751.827886
397	1751.438004
398	1751.033961
399	1750.74805
400	1750.556439
401	1750.337398
402	1750.209371
403	1750.103584
404	1749.89966
405	1749.651632
406	1749.337988
407	1749.20201
408	1748.941402
409	1748.389916
410	1748.170543
411	1747.698772
412	1747.43481
413	1747.306387
414	1747.239189
415	1746.952257
416	1746.471742
417	1746.429901
418	1746.149744
419	1746.057166
420	1745.957863
421	1745.832912
422	1745.350086
423	1745.163634
424	1745.028977
425	1744.786691
426	1744.420498
427	1744.343714
428	1744.185432
429	1743.83869
430	1743.637501
431	1743.458754
432	1743.251985
433	1742.974937
434	1742.759516
435	1742.532574
436	1742.045257
437	1741.820418
438	1741.462865
439	1741.172794
440	1740.971015
441	1740.756655
442	1740.396509
443	1740.058286
444	1739.746483
445	1739.388133
446	1739.13994
447	1738.758937
448	1738.543481
449	1738.23737
450	1737.860488
451	1737.702364
452	1737.465464
453	1737.236272
454	1737.032808
455	1736.749354
456	1736.481332
457	1736.351707
458	1736.114178
459	1735.929431
460	1735.870604
461	1735.765374
462	1735.614386
463	1735.551395
464	1735.087518
465	1734.946147
466	1734.693529
467	1734.274113
468	1734.052757
469	1733.912996
470	1733.793996
471	1733.495799
472	1733.347414
473	1733.054142
474	1732.53737
475	1732.436747
476	1732.335195
477	1732.249051
478	1731.877582
479	1731.540565
480	1731.48431
481	1731.32613
482	1731.143279
483	1730.912193
484	1730.414406
485	1730.255956
486	1730.034898
487	1729.716968
488	1729.268877
489	1728.887649
490	1728.697443
491	1728.615722
492	1728.459786
493	1728.253457
494	1728.066063
495	1727.6958
496	1727.540495
497	1727.329959
498	1726.961584
499	1726.851749
500	1726.744719
501	1726.259307
502	1726.172814
503	1726.02447
504	1725.872152
505	1725.596648
506	1725.437994
507	1725.185809
508	1725.075854
509	1724.92691
510	1724.452889
511	1724.184821
512	1723.942469
513	1723.803627
514	1723.515718
515	1723.415438
516	1723.022258
517	1722.783179
518	1722.433065
519	1721.994046
520	1721.797703
521	1721.604294
522	1721.412419
523	1721.248961
524	1721.060458
525	1720.942786
526	1720.677703
527	1720.566425
528	1720.407175
529	1720.314578
530	1720.144048
531	1719.726034
532	1719.485434
533	1719.320342
534	1718.900766
535	1718.763096
536	1718.749739
537	1718.645211
538	1718.537742
539	1718.39839
540	1718.212565
541	1718.020329
542	1717.82173
543	1717.487674
544	1717.093832
545	1716.985187
546	1716.908005
547	1716.463436
548	1716.204531
549	1716.040716
550	1715.836114
551	1715.518687
552	1715.330839
553	1715.100018
554	1714.943508
555	1714.637202
556	1714.409579
557	1714.240141
558	1713.793251
559	1713.622716
560	1713.149394
561	1712.801223
562	1712.763717
563	1712.581542
564	1712.465287
565	1712.44064
566	1712.17921
567	1711.855738
568	1711.597507
569	1711.182269
570	1711.002524
571	1710.593056
572	1710.376487
573	1710.039011
574	1709.752342
575	1709.428318
576	1709.254621
577	1709.054782
578	1708.939465
579	1708.626853
580	1708.546601
581	1708.288023
582	1707.992287
583	1707.820933
584	1707.68676
585	1707.537834
586	1707.349863
587	1707.233217
588	1707.023628
589	1706.765806
590	1706.526169
591	1706.357214
592	1706.164358
593	1705.966585
594	1705.769648
595	1705.581099
596	1705.474631
597	1705.113426
598	1704.934641
599	1704.751624
600	1704.577883
601	1704.543902
602	1704.46718
603	1704.394633
604	1704.202511
605	1703.76201
606	1703.628257
607	1703.479346
608	1703.297176
609	1703.165737
610	1703.029569
611	1702.939899
612	1702.800336
613	1702.666036
614	1702.368224
615	1702.29531
616	1701.982321
617	1701.747556
618	1701.642329
619	1701.573043
620	1701.288387
621	1701.031665
622	1700.827903
623	1700.562406
624	1700.204804
625	1700.03159
626	1699.910436
627	1699.744417
628	1699.496923
629	1699.320579
630	1699.16729
631	1698.943316
632	1698.847073
633	1698.742132
634	1698.512052
635	1698.315491
636	1698.18036
637	1698.050612
638	1697.891064
639	1697.763934
640	1697.391784
641	1697.13334
642	1697.020584
643	1696.87837
644	1696.542095
645	1696.219844
646	1695.995091
647	1695.784419
648	1695.597884
649	1695.442989
650	1695.279746
651	1695.137031
652	1695.094654
653	1695.078278
654	1694.80015
655	1694.479153
656	1694.35575
657	1694.121263
658	1693.962782
659	1693.706134
660	1693.651537
661	1693.223974
662	1693.003877
663	1692.869624
664	1692.5513
665	1692.437887
666	1692.391916
667	1692.183102
668	1692.061667
669	1691.834336
670	1691.613578
671	1691.253197
672	1691.053017
673	1690.854521
674	1690.704896
675	1690.522619
676	1690.366881
677	1690.298927
678	1689.933573
679	1689.871326
680	1689.682076
681	1689.557138
682	1689.446891
683	1689.142328
684	1688.90107
685	1688.606312
686	1688.403435
687	1688.062458
688	1687.888735
689	1687.857541
690	1687.505899
691	1687.048062
692	1686.912295
693	1686.694918
694	1686.628018
695	1686.512707
696	1686.32532
697	1686.274774
698	1686.154724
699	1686.005606
700	1685.912272
701	1685.754429
702	1685.417279
703	1685.345632
704	1685.183439
705	1685.116106
706	1684.886629
707	1684.782415
708	1684.611624
709	1684.357953
710	1684.175456
711	1683.961308
712	1683.68488
713	1683.448608
714	1683.347296
715	1683.300929
716	1683.276857
717	1683.191577
718	1682.948612
719	1682.861335
720	1682.690641
721	1682.60752
722	1682.46609
723	1682.341741
724	1682.141038
725	1681.983863
726	1681.875553
727	1681.660421
728	1681.513997
729	1681.456944
730	1681.335676
731	1681.095862
732	1680.995197
733	1680.785331
734	1680.559897
735	1680.069883
736	1679.994007
737	1679.93221
738	1679.804192
739	1679.522224
740	1679.297609
741	1679.186536
742	1679.134436
743	1679.08929
744	1678.910852
745	1678.870721
746	1678.77503
747	1678.625252
748	1678.509312
749	1678.463171
750	1678.387388
751	1678.24778
752	1678.149734
753	1677.9711
754	1677.907739
755	1677.845003
756	1677.812364
757	1677.466573
758	1677.14339
759	1676.987489
760	1676.734841
761	1676.701545
762	1676.600796
763	1676.486593
764	1676.442418
765	1676.408018
766	1676.319911
767	1676.205266
768	1676.043247
769	1675.743119
770	1675.634926
771	1675.430207
772	1675.283344
773	1675.221518
774	1675.097255
775	1674.873521
776	1674.735101
777	1674.566599
778	1674.471319
779	1674.251223
780	1674.086515
781	1673.854022
782	1673.732098
783	1673.611049
784	1673.442133
785	1673.15418
786	1672.886414
787	1672.805437
788	1672.699751
789	1672.604004
790	1672.524042
791	1672.389536
792	1672.28556
793	1672.194679
794	1672.040224
795	1671.876243
796	1671.854393
797	1671.680508
798	1671.494251
799	1671.44904
800	1671.351771
801	1671.323977
802	1671.026598
803	1670.908356
804	1670.681531
805	1670.536339
806	1670.452711
807	1670.314551
808	1670.271685
809	1670.019376
810	1669.967264
811	1669.79031
812	1669.640493
813	1669.60391
814	1669.489169
815	1669.404876
816	1669.321572
817	1668.995185
818	1668.970795
819	1668.891764
820	1668.713411
821	1668.438949
822	1668.327918
823	1668.24598
824	1668.087889
825	1667.994351
826	1667.75824
827	1667.718354
828	1667.54811
829	1667.480284
830	1667.246775
831	1667.082468
832	1667.005686
833	1666.913586
834	1666.892849
835	1666.7581
836	1666.700972
837	1666.593113
838	1666.439773
839	1666.309787
840	1666.121998
841	1666.0776
842	1666.045453
843	1665.837748
844	1665.738221
845	1665.614701
846	1665.416108
847	1665.175098
848	1665.098131
849	1664.605168
850	1664.106681
851	1663.995737
852	1663.804414
853	1663.537084
854	1663.376386
855	1663.261958
856	1663.049047
857	1662.967733
858	1662.860888
859	1662.777182
860	1662.72712
861	1662.538291
862	1662.454176
863	1662.319874
864	1662.276631
865	1662.192615
866	1662.019603
867	1662.00761
868	1661.87147
869	1661.732253
870	1661.589548
871	1661.427376
872	1661.181645
873	1661.12341
874	1661.031506
875	1660.891001
876	1660.674633
877	1660.545963
878	1660.455746
879	1660.294437
880	1659.962357
881	1659.822893
882	1659.669037
883	1659.62667
884	1659.550261
885	1659.493888
886	1659.255453
887	1658.989535
888	1658.795692
889	1658.759929
890	1658.726435
891	1658.637104
892	1658.405905
893	1658.265259
894	1658.203798
895	1658.071777
896	1657.891402
897	1657.725863
898	1657.635845
899	1657.468869
900	1657.300077
901	1657.219101
902	1657.158866
903	1657.098775
904	1656.935863
905	1656.617522
906	1656.531593
907	1656.398935
908	1656.347997
909	1656.00773
910	1655.896181
911	1655.818634
912	1655.692653
913	1655.563059
914	1655.500728
915	1655.389571
916	1655.269253
917	1655.102973
918	1655.039769
919	1654.899206
920	1654.760909
921	1654.508554
922	1654.489981
923	1654.082971
924	1654.010515
925	1653.751331
926	1653.626955
927	1653.481498
928	1653.373543
929	1653.203803
930	1653.086348
931	1652.871829
932	1652.749606
933	1652.705543
934	1652.678637
935	1652.591425
936	1652.471912
937	1652.281561
938	1652.077932
939	1651.903948
940	1651.775327
941	1651.717585
942	1651.594203
943	1651.353224
944	1651.187113
945	1650.866913
946	1650.739665
947	1650.631541
948	1650.499862
949	1650.442581
950	1650.408472
951	1650.29183
952	1650.276445
953	1650.208216
954	1650.143444
955	1650.024895
956	1649.813048
957	1649.683519
958	1649.470735
959	1649.328536
960	1649.210377
961	1648.965134
962	1648.905585
963	1648.787973
964	1648.739117
965	1648.552828
966	1648.274176
967	1648.23098
968	1648.218967
969	1647.954829
970	1647.7901
971	1647.692888
972	1647.539628
973	1647.455754
974	1647.301091
975	1647.200912
976	1646.931903
977	1646.835155
978	1646.82279
979	1646.739667
980	1646.622827
981	1646.545829
982	1646.38118
983	1646.183233
984	1646.093035
985	1646.031204
986	1645.95052
987	1645.914564
988	1645.830765
989	1645.756902
990	1645.606164
991	1645.54177
992	1645.467544
993	1645.407797
994	1645.284549
995	1645.065954
996	1644.984977
997	1644.842374
998	1644.572012
999	1644.348503
